0,1,2,3,4,5,6,7,8,9,10,11,table_id,table_page
303,"Aneks do 
umowy na 
monitoring 
internetu z 
dnia 
30.11.2022 
r.","31-10-
2023",Warszawa,"31-10-
2023","31-12-
2023","YES WE CAN 
sp. zo.o. 
 
 
Platforma 
Obywatelska RP","Rafał 
Bojanowski 
 
Jan Grabiec","zmiana 
okresu 
trwania 
umowy",-,negocjacje,-,65,65
304,"3/2023/20
24","03-11-
2023",Warszawa,"06-11-
2023","06-11-
2023","Gmina Wrocław 
Platforma 
Obywatelska RP","Dagmara 
Babczyńska 
Jan Grabiec",najem sali,"1981,53",negocjacje,-,65,65
305,"ADM.221.
16.2023.A
S","10-11-
2023","W
arszawa","16-11-
2023","16-11-
2023","Biblioteka 
Publiczna 
im.Jana Pawła II 
 
Platforma 
Obywatelska RP","Anna Sajnóg 
 
Jan Grabiec",najem sali,"500,00",negocjacje,-,65,65
306,-,"10-11-
2023",Łódź,"02-11-
2023","31-12-
2023","Tutore Poland 
Sp.zo.o. 
Platforma 
Obywatelska RP","Ewa 
Domańska 
 
 
Jan Grabiec","prowadzenie 
kursów 
języka obcego","stawka 
godzinowa",negocjajce,-,66,66
307,19/I/2023,"15-11-
2023",Warszawa,"15-11-
2023","31-12-
2024","Szkoła 
Policealna im. 
prof. Zbigniewa 
Religi 
 
Platforma 
Obywatelska RP","Barbara 
Drygas 
 
 
Jan Grabiec",najem sali,"86,10 brutto 
za godzinę 
wynajmu",negocjacje,-,66,66
308,-,"20-11-
2023",Warszawa,"01-12-
2023","Czas 
nieokreślo
ny","Cassaforte sp. z 
o.o. 
Platforma 
Obywatelska RP","Joanna 
Mleczak 
 
 
Jan Grabiec",najem lokalu,"5500,00 
miesięcznie",negocjacje,-,66,66
309,"0021/11/P
K/2023","20-11-
2023",Łódź,"21-11-
2023","21-11-
2023","Expo-Łódź 
Sp.zo.o. 
Platforma 
Obywatelska RP","Anna 
Adamska- 
Makowska 
Barbara Klatka 
Jan Grabiec","wynajem sali 
konferencyjne
j","984,00",negocjacje,-,66,66
310,"02/23/168
4 IP/M32/J","23-11-
2023","W
arszawa","04-06-
2023","04-06-
2023","Stowarzyszenie 
Autorów ZAIKS 
 
  
Platforma 
Obywatelska RP","Dariusz 
Dubina 
 
Jan Grabiec","licencja 
jednorazowa","44598,04",negocjacje,-,66,66
311,"92/23/553 
IP/M32/J","23-11-
2023",Warszawa,"06-11-
2023","06-11-
2023","Stowarzyszenie 
Autorów ZAIKS 
 
Platforma 
Obywatelska RP","Michał Kulig 
 
 
Jan Grabiec","licencja 
jednorazowa","239,32",negocjacje,-,67,67
312,-,"27-11-
2023",Warszawa,"27-11-
2023","29-12-
2023","Memetica sp. z 
o.o. 
 
 
 
Platforma 
Obywatelska RP","Franciszek 
Bielowicki 
Szymon 
Wawrzkiewicz 
 
 
Jan Grabiec","realizacja 
utworów 
audiowizualn
ych-format 
short","5000,00",negocjacje,-,67,67
313,"2023/DS/2
77","30-11-
2023",Wrocław,"17-12-
2023","17-12-
2023","Stadion 
Wrocław 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Ewa Jaszek 
 
 
Jan Grabiec","najem sali 
konferencyjne
j","6150,00",negocjacje,-,67,67
314,-,"05-12-
2023","W
arszawa","05-12-
2023","06-12-
2023","Opinia24 
Sp.zo.o. 
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
 
Jan Grabiec","badanie 
abonamentow
e","2214,00",negocjacje,-,67,67
315,"354/HŁ/E
L/2023","06-12-
2023","W
arszawa","08-12-
2023","08-12-
2023","Miasto 
Bydgoszcz 
  
 
Platforma 
Obywatelska RP","Adam Soroka 
Jan Grabiec",wynajem sali,"442,80",negocjacje,-,68,68
316,"0017/12/P
K/2023","12-12-
2023",Łódź,"17-12-
2023","17-12-
2023","Expo-Łódź 
Sp.zo.o. 
 
 
Platforma 
Obywatelska RP","Anna 
Adamska- 
Makowska 
Barbara Klatka 
 
Jan Grabiec",wynajem sali,"1845,00",negocjacje,-,68,68
317,-,"18-12-
2023",Warszawa,"18-12-
2023","29-12-
2023","Memetica sp. z 
o.o. 
 
 
 
Platforma 
Obywatelska RP","Franciszek 
Bielowicki 
Szymon 
Wawrzkiewicz 
 
 
Jan Grabiec","realizacja 
utworów 
audiowizualn
ych-format 
short","3000,00",negocjacje,-,68,68
318,-,"24-12-
2023",Elbąg,"01-01-
2024","31-12-
2024","Gmina Miasto 
Elbląg Zarząd 
Budynków 
Komunalnych  
 
Platforma 
Obywatelska RP","Wojciech 
Sikut 
Jan Grabiec",najem lokalu,"721,99",negocjacje,-,68,68
319,-,"24-12-
2023",Elbląg,"01-01-
2024","31-12-
2024","Gmina Miasto 
Elbląg Zarząd 
Budynków 
Komunalnych  
 
Platforma 
Obywatelska RP","Wojciech 
Sikut 
Jan Grabiec","najem 
pomieszczeni
a","43,82",negocjacje,-,68,68
320,"Aneks do 
umowy na 
usługi 
informatyc
zne z dnia 
30.12.2022 
r.","28-12-
2023",Warszawa,"01-01-
2024","31-12-
2024","Softstar 
Krzysztof 
Kościński 
 
Platforma 
Obywatelska RP","Krzysztof 
Kościński 
 
 
Jan Grabiec","usługi  
informatyczne","6000,00 
miesięcznie",negocjacje,-,69,69
321,-,"01-01-
2024",Warszawa,"01-01-
2024","31-01-
2024","AppWorks 
Software House 
sp. z o.o. 
Platforma 
Obywatelska RP","Tomasz 
Stankiewicz 
 
 
Jan Grabiec","wykonanie 2 
serwisów 
internetowych","7995,00",negocjacje,-,69,69
322,"UN/017/20
24","02-01-
2024",Siedlce,"02-01-
2024","czas 
nieokreślo
ny","Inforoffice sp. z 
o.o. sp.k. 
Platforma 
Obywatelska RP","Stanisław 
Szczypek 
 
Jan Grabiec","najem 
urządzenia","120 
miesięcznie 
plus opłata 
za wydruki",negocjacje,-,69,69
323,-,"08-01-
2024",Warszawa,"08-01-
2024","09-01-
2024","Opinia24 
Sp.zo.o. 
 
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Jan Grabiec","badanie 
abonamentow
e","2583,00",negocjacje,-,69,69
324,"2024/DS./
36","08-01-
2024",Wrocław,"15-01-
2024","15-01-
2024","Stadion 
Wrocław 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Ewa Jaszek 
 
Robert Kempa","najem sali 
konferencyjne
j","1230,00",nagocjacje,-,69,69
325,-,"09-01-
2024",Łódź,"09-01-
2024","31-12-
2024","Tutore Poland 
Sp.zo.o. 
 
 
 
Platforma 
Obywatelska RP","Ewa 
Domańska 
 
 
 
Jan Grabiec","prowadzenie 
kursów 
języka obcego","stawka 
godzinowa",negocjacje,-,70,70
326,"KK.221.2.
24","10-01-
2024",Sulechów,"18-01-
2024","18-01-
2024","Sulechowski 
Dom Kultury im. 
Fryderyka 
Chopina 
 
Platforma 
Obywatelska RP","Agnieszka 
Łukaszenko-
Woźnica 
Miłosz 
Brodzikowski",najem sali,"123,00",negocjacje,-,70,70
327,-,"17-01-
2024",Warszawa,"22-01-
2024","28-01-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Jan Grabiec","ekspertyza 
społeczno-
polityczna","104550,00",negocjacje,-,70,70
328,-,"19-01-
2024",Warszawa,"19-01-
2024","31-01-
2024","Paweł Marcinek 
Studio 
 
 
Platforma 
Obywatelska RP","Paweł 
Marcinek  
 
 
 
Robert Kempa","realizacja 
spotów","6500,00",negocjacje,-,70,70
329,-,"20-01-
2024",Warszawa,"20-01-
2024","28-01-
2024","BD Consulting 
Dominik 
Batorski 
 
 
Platforma 
Obywatelska RP","Dominik 
Batorski 
 
 
 
Robert Kempa",ekspertyza,"6500,00",negocjacje,-,70,70
330,-,"21-01-
2024",Warszawa,"01-01-
2024","nieokreślo
ny","Memetica sp. z 
o.o. 
Platforma 
Obywatelska RP","Franciszek 
Bielowicki 
Szymon 
Wawrzkiewicz 
 
 
 
 
Robert Kempa","prowadzenie 
portali 
społecznościo
wych, 
produkcja 
materiałów 
video oraz 
wysyłka 
newslettera","30000,00 
miesięcznie",negocjacje,"Porozumieni
e z dnia 
01.02.2024-
zawieszenie 
umowy do 
dnia 
9.06.2024 r.",71,71
331,-,"22-01-
2024",Radom,"01-02-
2024","30-06-
2024","Katarzyna 
Lewandowska 
 
 
Platforma 
Obywatelska RP","Krzysztof 
Lewandowski 
 
Robert Kempa",najem biura,"1000,00 
miesięcznie",negocjacje,-,71,71
332,-,"25-01-
2024",Warszawa,"25-01-
2024","26-01-
2024","Opinia24 
Sp.zo.o. 
  
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","21525,00",negocjacje,-,71,71
333,-,"30-01-
2024",Warszawa,"30-01-
2024","zgodnie z 
art.  100 
kodeksu 
wyborczeg
o","Nowoczesna 
Incjatywa Polska 
Zieloni 
  
 
 
Platforma 
Obywatelska RP","Adam Szłapka 
Sławomir 
Potapowicz 
Barbara 
Nowacka 
Katarzyna 
Osowiecka 
Urszula 
Zielińska 
Donald Tusk 
Jan Grabiec","zawiązanie 
koalicji 
wyborczej 
„Koalicja 
Obywatelska” 
w wyborach 
samorządowy
ch w 2024 r.",-,negocjacje,-,71,71
334,"Porozumie
nie do 
umowy","01-02-
2024",Warszawa,"01-02-
2024","09-06-
2024","Memetica sp. z 
o.o. 
 
Platforma 
Obywatelska RP","Franciszek 
Bielowicki 
Szymon 
Wawrzkiewicz 
 
 
Robert Kempa","zawieszenie 
obowiązywan
ia umowy",-,negocjacje,-,72,72
335,-,"01-02-
2024",Warszawa,"01-02-
2024","do dnia 
złożenia 
sprawozda
nia 
finansowe
go","KKW Koalicja 
Obywatelska   
Platforma 
Obywatelska RP","Łukasz 
Pawełek 
Robert Kempa","korzystanie z 
zaplecza 
biurowego","nota 
obciążeniow
a",negocjacje,-,72,72
336,-,"01-02-
2024",Stargard,"01-02-
2024","czas 
nieokreślo
ny","Stargardzka 
Agencja 
Rozwoju 
Lokalnego 
 
Platforma 
Obywatelska RP","Wojciech 
Stasiak 
 
 
Robert Kempa",najem biura,"1691, 25 
miesięcznie",negocjacje,-,72,72
337,95/2024,"05-02-
2024",Oświęcim,"10-02-
2024","10-02-
2024","Miejska 
Biblioteka 
Publiczna im. Ł. 
Górnickiego 
Galeria Ksiązki 
 
Platforma 
Obywatelska RP","Leszek Palus 
Robert Kempa",wynajem sali,"300,00",negocjacje,-,72,72
338,"ADM.221.
3.2024.AS","08-02-
2024",Warszawa,"16-02-
2024","16-02-
2024","Biblioteka 
Publiczna im. 
Jana Pawła II w 
Dzielnicy 
Rembertów m.st. 
Warszawy 
 
Platforma 
Obywatelska RP","Anna Sajnóg 
 
Robert Kempa",wynajem sali,"550,00",negocjacje,-,72,72
339,"2024/DS/3
6","08-02-
2024",Wrocław,"15-02-
2024","15-02-
2024","Stadion 
Wrocław 
Sp.zo.o. 
 
Platforma 
Obywatelska RP","Ewa Jaszek 
 
 
Robert Kempa","najem sali 
konferencyjne
j","1230,00",negocjacje,-,73,73
340,"0013/02/P
K/2024","13-02-
2024",Łódź,"13-02-
2024","13-02-
2024","Expo-Łódź 
Sp.zo.o. 
 
 
Platforma 
Obywatelska RP","Anna 
Adamska- 
Makowska 
Barbara Klatka 
 
Jan Grabiec",wynajem sali,"984,00",negocjacje,-,73,73
341,"2024/DS/4
9","14-02-
2024",Wrocław,"15-02-
2024","15-02-
2024","Stadion 
Wrocław 
Sp.zo.o. 
 
Platforma 
Obywatelska RP","Ewa Jaszek 
 
Robert Kempa","najem sali 
konferencyjne
j","738,00",negocjacje,-,73,73
342,"40/ZW/M
M/2024","16-02-
2024","Bydgoszc
z","16-02-
2024","16-02-
2024","Miasto 
Bydgoszcz 
  
 
Platforma 
Obywatelska RP","Marcin 
Ossowski 
Robert Kempa",wynjem sali,"615,00",negocjacje,-,73,73
343,-,"19-02-
2024",Kutno,"01-12-
2023","18-02-
2025","Miasto Kutno 
 
 
Platforma 
Obywatelska RP","Marcin 
Sierpiński 
Robert Kempa",najem biura,"219,51 
miesięcznie
+ media",negocjacje,"rozwiązanie 
umowy za 
Porozumieni
em stron z 
dniem 
12.01.2025",73,73
344,-,"19-02-
2024",Warszawa,"19-02-
2024","21-02-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","ekspertyza 
społeczno-
polityczna","22493,62",negocjacje,-,74,74
345,-,"19-02-
2024",Warszawa,"19-02-
2024","29-02-
2024","IPSOS Sp.zo.o. 
  
Platforma 
Obywatelska RP","Anna 
Karczmarczuk 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","45612,09",negocjacje,-,74,74
346,"KK.221.10
.24","20-02-
2024",Sulechów,"23-02-
2024","23-02-
2024","Sulechowski 
Dom Kultury im. 
Fryderyka 
Chopina 
 
Platforma 
Obywatelska RP","Agnieszka 
Łukaszenko-
Woźnica 
Miłosz 
Brodzikowski",najem sali,"184,50",negocjacje,-,74,74
347,MM23-07,"29-02-
2024",Warszawa,"01-04-
2023","10-03-
2024","Maciej Margas 
Platforma 
Obywatelska RP","R
     
Eric Rheims 
obert Kempa","umowa 
licencyjna","3000,00",negocjacje,-,74,74
348,"01/03/USE
/2024","01-03-
2024",Myślenice,"01-03-
2024","31-05-
2024","GreenCopy sp. z 
o.o. 
Platforma 
Obywatelska RP","Jarosław 
Habel 
 
 
Robert Kempa","dzierżawa i 
obsługa 
serwisowa 
kserokopiarki","123,00 
miesiecznie
+opłaty za 
kopie",negocjacje,-,74,74
349,"5/03/INT/2
024","07-03-
2024",Kraków,"07-03-
2024","24 
miesiące","MCG Jakub 
Skorek 
 
 
Platforma 
Obywatelska RP","Jakub Skorek 
 
 
Robert Kempa",internet,"246,00 
miesięcznie",negocjacje,-,75,75
350,"881020102
600001196
01826148","08-03-
2024",Warszawa,"08-03-
2024","31-01-
2027","Powszechna 
Kasa 
Oszczędnościow
a Bank Polski sp. 
a. 
 
Platforma 
Obywatelska RP","Mariusz 
Tomasik 
Michał 
Olszewski 
 
Donald Tusk 
Jan Grabiec","umowa 
kredytu 
obrotowego 
nieodnawialn
ego","20000000,00",negocjacje,-,75,75
351,"7348048-
1424-
05250","12-03-
2024",Warszawa,"12-03-
2024","36 
miesięcy","Volkswagen 
Financial 
Services Polska 
sp. z o.o. 
 
Platforma 
Obywatelska RP","Michał 
Stępniak, 
Magdalena 
Karlicka 
 
 
Robert Kempa","leasing 
samochodu","115850,70",negocjacje,-,75,75
352,55042320,"20-03-
2024",Warszawa,"20-03-
2024","19-03-
2025","TUiR Allianz 
Polska Sp.A. 
Platforma 
Obywatelska RP","Olga Pawlak 
 
Robert Kempa",polisa,"6670,00",negocjacje,-,75,75
353,55042741,"21-03-
2024",Warszawa,"05-04-
2024","04-04-
2025","TUiR Allianz 
Polska Sp.A. 
Platforma 
Obywatelska RP","Paulina 
Zychalak 
 
Robert Kempa",polisa,"5799,00",negocjacje,-,75,75
354,-,"22-03-
2024",Warszawa,"22-03-
2024","31-03-
2024","IPSOS Sp.zo.o. 
  
Platforma 
Obywatelska RP","Anna 
Karczmarczuk 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","19557,00",negocjacje,-,76,76
355,24/2024,"29-03-
2024",Warszawa,"29-03-
2024","29-03-
2024","AUTO WIMAR 
sp.o.o. 
Platforma 
Obywatelska RP","Daniel 
Bartoszkiewic
z 
 
Robert Kempa","sprzedaż 
pojazdu","66000,00",negocjacje,-,76,76
356,-,"11-04-
2024",Warszawa,"11-04-
2024","do dnia 
złożenia 
sprawozda
nia 
finansowe
go","KKW Koalicja 
Obywatelska   
Platforma 
Obywatelska RP","Łukasz 
Pawełek 
 
 
 
Robert Kempa","korzystanie z 
zaplecza 
biurowego","nota 
obciążeniow
a",negocjacje,-,76,76
357,"11/AN-
5/2024","29-04-
2024",Warszawa,"21-04-
2024","20-04-
2026","M.st.Warszawa, 
ZGN Praga 
Południe 
 
 
Platforma 
Obywatelska RP","Dorota 
Żurkowska 
 
 
 
Robert Kempa",najem biura,"780,10 
miesięcznie",negocjacje,-,76,76
358,-,"01-05-
2024",Poznań,"01-05- 
2024","czas 
nieokreślo
ny","Agencja Makadu 
Kamil Nowotny 
 
 
Platforma 
Obywatelska RP","Kamil 
Nowotny 
 
Robert Kempa","usługi 
wsparcia, 
utrzymania i 
rozwoju  
serwisu 
platforma.org","861,00 
miesięcznie",negocjacje,-,76,76
359,20/2024,"21-05-
2024",Orzesz,"29-05-
2024","29-05-
2024","Miejski Ośrodek 
Kultury w 
Orzeszu 
Platforma 
Obywatelska RP","Bartłomiej 
Marek, Ewa 
Warzecha 
 
 
 
Robert Kempa",najem sali,"200,00",negocjacje,-,77,77
360,-,"01-06-
2024",Nysa,"01-06-
2024","czas 
nieokreślo
ny","Centrum 
Hnadlowe Eryk 
Wiercimok 
  
 
Platforma 
Obywatelska RP","Eryk 
Wiercimok 
Jeleń Dariusz",najem biura,"1230,00 
miesięcznie",negocjacje,-,77,77
361,-,"11-06-
2024",Warszawa,"13-06-
2024","30-06-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,77,77
362,-,"13-06-
2024",Warszawa,"17-06-
2024","21-06-
2024","Opinia24 
Sp.zo.o. 
  
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","33825,00",negocjacje,-,77,77
363,-,"13-06-
2024",Warszawa,"13-06-
2024","30-06-
2024","IPSOS Sp.zo.o. 
  
Platforma 
Obywatelska RP","Maria Brańska 
Robert Kempa","ekspertyza 
społeczno-
polityczna","110700,00",negocjacje,-,77,77
364,-,"14-06-
2024",Warszawa,"17-06-
2024","19-06-
2024","Opinia24 
Sp.zo.o. 
  
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","ekspertyza 
społeczno-
polityczna","32964,00",negocjacje,-,78,78
365,-,"14-06-
2024",Warszawa,"14-06-
2024","17-06-
2024","Instytut Badań 
Rynkowych i 
Społecznych 
  
 
Platforma 
Obywatelska RP","Michał 
Kowalczyk 
Robert Kempa","ekspertyza 
społeczno-
polityczna","34440,00",negocjacje,-,78,78
366,-,"15-06-
2024",Warszawa,"15-06-
2024",-,"Poseł na Sejm 
RP  
Tomasz 
Siemoniak  
 
Platforma 
Obywatelska RP","Poseł na Sejm 
RP  
Tomasz 
Siemoniak  
 
 
Robert Kempa","umowa 
użyczenia 
lokalu","art. 24 ust. 5 
upp",negocjacje,"czas trwania 
-umowy: 30-
10-2024, 
Porozumieni
e:rozwiązani
e umowy",78,78
367,-,"15-06-
2024",Warszawa,"15-06-
2024",-,"Poseł na Sejm 
RP  
Paweł Masełko 
 
 
Platforma 
Obywatelska RP","Poseł na Sejm 
RP  
Paweł 
Masełko 
Robert Kempa","umowa 
użyczenia 
lokalu","art. 24 ust. 5 
upp",negocjacje,"czas trwania 
-umowy: 30-
10-2024, 
Porozumieni
e:rozwiązani
e umowy",78,78
368,"500142992
904","18-06-
2024",Warszawa,"01-07-
2024","30-06-
2025","Generali T.U. 
S.A.  
  
Platforma 
Obywatelska RP","Anna Radczuk 
Robert Kempa",polisa-lokal,"717,00",negocjacje,-,78,78
369,-,"24-06-
2024",Warszawa,"25-06-
2024","05-07-
2024","Day Ray 
Krzysztof 
Jodłowski 
  
 
Platforma 
Obywatelska RP","Krzysztof 
Jodłowski 
Robert Kempa","ekspertyza 
społeczno-
polityczna","51660,00",negocjacje,-,79,79
370,"UM14/D0
03900464/
513191052","26-06-
2024",Warszawa,"26-06-
2024","24 
miesiące","P4 sp. z o.o. 
  
Platforma 
Obywatelska RP","Michał 
Szafraniec 
Robert Kempa","usługi 
telekomunika
cyjne",,negocjacje,-,79,79
371,-,"01-07-
2024",Warszawa,"01-07-
2024","31-12-
2024","Grandson 
Productions sp. z 
o.o. 
  
 
Platforma 
Obywatelska RP","Maciej 
Łuczyński 
Robert Kempa","realizacja 
utworów 
audiowizualn-
ych(filmów), 
usługi 
operatorsko-
montażowe","12300,00 
miesięcznie",negocjacje,-,79,79
372,-,"01-07-
2024",Warszawa,"01-07-
2024","31-07-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,79,79
373,"CPK.N.69.
2024/TKG","01-07-
2024",Warszawa,"03-07-
2024","03-07-
2024","Centrum 
Promocji 
Kultury w 
Dzielnicy Praga-
Południe 
 
Platforma 
Obywatelska RP","Mirosław 
Salach 
Robert Kempa",najem sali,"1230,00",negocjacje,-,79,79
374,"91/2024/U
ż","01-07-
2024",Warszawa,"01-07-
2024","31-10-
2024(Poro
zumienie); 
31-12-
2024","M.st.Warszawa, 
ZGN w 
Dzielnicy 
Ochota 
 
Platforma 
Obywatelska RP","Agata Kapłon 
 
 
Robert Kempa",najem biura,"1220,96 
miesięcznie",negocjacje,"czas trwania 
-umowa: 31-
12-2024, 
Porozumieni
e:rozwiązani
e umowy z 
dniem 31-
10-2024",80,80
375,"GU.4510.1
.77.2024/N
/ZMK","08-07-
2024",Warszawa,"01-07-
2024","31-10-
2024","Miasto 
Białystok-Zarząd 
Mienia 
Komunalnego 
 
Platforma 
Obywatelska RP","Małgorzata 
Grażyna 
Woronko 
 
 
 
Robert Kempa",najem biura,"2061,88 
miesięcznie",negocjacje,-,80,80
376,67/2024,"16-07-
2024","Bielsko-
Biała","16-07-
2024","czas 
nieokreślo
ny","Miasto Bielsko-
Biała  
Platforma 
Obywatelska RP","Ireneusz 
Kiecak 
 
Robert Kempa",najem biura,"133,70 
miesięcznie
+opłaty za 
media",negocjacje,-,80,80
377,-,"25-07-
2024",Warszawa,"25-07-
2024","31-12-
2024","Yes We Can sp. 
z o.o.  
Platforma 
Obywatelska RP","Tomasz 
Kiersnowski 
 
Robert Kempa","monitoring 
internetu","25830,00 
miesięcznie",negocjacje,-,80,80
378,-,"30-07-
2024",Warszawa,"01-08-
2024","31-12-
2024","Fat Frogs Media 
S.Chodkowski 
U.Kwaśniewska 
spółka jawna  
 
Platforma 
Obywatelska RP","S.Chodkowski 
U.Kwaśniewsk
a 
Robert Kempa","doradztwo 
medialne","5535,00",negocjacje,-,80,80
379,-,"01-08-
2024",Bogatynia,"01-08-
2024","czas 
nieokreślo
ny","Gminna 
Spółdzielnia 
„Samopomoc 
Chłopska” 
 
Platforma 
Obywatelska RP","Ireneusz 
Kropidłowski 
 
 
Robert Kempa",najem biura,"430,50 
miesięcznie
+refaktura 
za energię 
elektryczną-
wskazania 
podlicznika",negocjacje,-,81,81
380,-,"02-08-
2024",Warszawa,"05-08-
2024","07-08-
2024","Powerplant 
Aleksandra 
Jaworska-Surma 
Platforma 
Obywatelska RP","Aleksandra 
Jaworska-
Surma 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","56088,00",negocjacje,-,81,81
381,-,"09-08-
2024",Warszawa,"09-08-
2024","31-08-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,81,81
382,"ZGM.AD
K.451.19.2
024","19-08-
2024","Grodzisk 
Mazowiec
ki","19-08-
2024","18-08-
2025","Gmina Grodzisk 
Mazowiecki 
Platforma 
Obywatelska RP","Katarzyna 
Wysocka 
 
Robert Kempa",najem biura,"821,39 
miesiecznie",negocjacje,-,81,81
383,-,"01-09-
2024","Ostrowiec 
Świętokrz
yski","01-09-
2024","czas 
nieokreślo
ny","Dariusz 
Magdziarz 
 
 
Platforma 
Obywatelska RP","Dariusz 
Magdziarz 
 
Robert Kempa",najem biura,"945,00 
miesięcznie
+opłaty za 
media",negocjacje,-,81,81
384,-,"02-09-
2024",Warszawa,"02-09-
2024","30-09-
2024","Opinia24 
Sp.zo.o. 
  
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,82,82
385,-,"04-09-
2024",Warszawa,"04-09- 
2024","15-09- 
2024","DataWise Polska 
sp. z o.o. 
Platforma 
Obywatelska RP","Marek 
Turlejski 
 
Robert Kempa","ekspertyza 
społeczno-
polityczna","36900,00",negocjacje,-,82,82
386,-,"06-09-
2024",Warszawa,"09-09-
2024","12-09-
2024","Opinia24 
Sp.zo.o. 
  
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
Robert Kempa","ekspertyza 
społeczno-
polityczna","44895,00",negocjacje,-,82,82
387,-,"06-09-
2024",Łódź,"11-09-
2024","11-09-
2024","Fabryka Sztuki 
w Łodzi  
Platforma 
Obywatelska RP","Maciej 
Trzebeński  
 
Robert Kempa",najem obiektu,"615,00",negocjacje,-,82,82
388,-,"16-09-
2024",Puławy,"16-09-
2024","czas 
nieokreślo
ny","Migal s.c. 
M.Pietras M. 
Skwarek 
 
 
Platforma 
Obywatelska RP","Agnieszka 
Ciupak 
 
Robert Kempa",najem biura,"615,00 
miesięcznie",negocjacje,-,82,82
389,"UM27/D0
03900464/
516771785","19-09-
2024",Warszawa,"19-09-
2024","24 
miesiące","P4  sp. z o.o. 
 
Platforma 
Obywatelska RP","Marcin 
Szafraniec 
 
Robert Kempa","usługi 
telekomnikac
yjne","abonamenty
+opłaty 
aktywacyjne",negocjacje,-,83,83
390,"UCK/342/
2024","24-09-
2024",Warszawa,"04-10-
2024","04-10-
2024","Ursynowskie 
Centrum Kultury 
„Alternatywy” 
 
 
Platforma 
Obywatelska RP","Krzysztof 
Czubaszek 
 
Robert Kempa","najem 
pomieszczeni
a","492,00",negocjacje,-,83,83
391,-,"30-09-
2024",Radom,"01-10-
2024","czas 
nieokreślo
ny","Katarzyna 
Lewandowska 
 
 
Platforma 
Obywatelska RP","Krzysztof 
Lewandowski 
 
Robert Kempa",najem biura,"1000,00 
miesięcznie",negocjacje,-,83,83
392,"JGN/ZNL/
N/L/37/20
24","30-09-
2024",Zabrze,"30-09-
2024","29-09-
2027","Miasto Zabrze 
 
Platforma 
Obywatelska RP","Patrycja 
Kazuch, 
Kazimierz 
Korpak 
 
 
Robert Kempa",najem biura,"350,91 
miesięcznie
+opłaty za 
media",negocjacje,-,83,83
393,-,"30-09-
2024","Tomaszó
w 
Mazowiec
ki","01-10-
2024","czas 
nieokreślo
ny","INVEST 
Stanisław Fila,  
F.H.U. Jarkpol 
Jarosław 
Korzycki 
 
Platforma 
Obywatelska RP","Stanisław Fila,  
Jarosław 
Korzycki 
 
Robert Kempa",najem biura,"922,50 
miesięcznie
+opłaty za 
media",negocjacje,-,83,83
394,"TEL00014
1959596/N
EOI","04-10-
2024",Warszawa,"04-10-
2024","24 
miesiące","Orange Polska 
spółka akcyjna 
 
Platforma 
Obywatelska RP","Monika 
Kowalska 
 
Marta Król",internet,abonament,negocjacje,-,84,84
395,"ADM.221.
19.2024.A
S","08-10-
2024",Warszawa,"24-10-
2024","24-10-
2024","Biblioteka 
Publiczna im. 
Jana Pawła II w 
Dzielnicy 
Rembertów m 
s.t. Warszawy 
 
Platforma 
Obywatelska RP","Anna Sajnóg 
 
Robert Kempa",wynajem sali,"700,00",negocjacje,-,84,84
396,-,"09-10-
2024",Warszawa,"09-10-
2024","30-10-
2024","Opinia24 
Sp.zo.o. 
  
 
Platforma 
Obywatelska RP","Michał 
Kluczek 
 
 
Robert Kempa","badanie 
abonamentow
e","2583,00",negocjacje,-,84,84
